original_name,topic,stage,purpose,category,new_filename,description
main (1)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99300, Requested 1126. Please try again in 6m8.063999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (2).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99299, Requested 1272. Please try again in 8m13.344s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (2)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99299, Requested 1278. Please try again in 8m18.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (3).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99299, Requested 1268. Please try again in 8m9.888s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (3)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99299, Requested 1262. Please try again in 8m4.704s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (4).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99299, Requested 1127. Please try again in 6m8.063999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (4)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99299, Requested 1127. Please try again in 6m8.063999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (5).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99299, Requested 1126. Please try again in 6m7.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (5)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99299, Requested 1126. Please try again in 6m7.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (6).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99298, Requested 1038. Please try again in 4m50.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (6)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99298, Requested 1276. Please try again in 8m15.936s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (6)_1_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99298, Requested 1288. Please try again in 8m26.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (6)_2.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99298, Requested 1032. Please try again in 4m45.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (7).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99298, Requested 1372. Please try again in 9m38.88s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (7)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99298, Requested 1390. Please try again in 9m54.432s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (8).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99297, Requested 1417. Please try again in 10m16.896s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (8)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99297, Requested 1423. Please try again in 10m22.079999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (9).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99297, Requested 1160. Please try again in 6m34.848s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main (9)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99297, Requested 1154. Please try again in 6m29.664s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99297, Requested 911. Please try again in 2m59.712s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
main_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99297, Requested 911. Please try again in 2m59.712s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
matrix multiplication using poinetrs.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99297, Requested 1385. Please try again in 9m49.247999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
matrix multiplication using poinetrs_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99296, Requested 1391. Please try again in 9m53.568s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
matrix.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99296, Requested 1072. Please try again in 5m17.952s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
matrix_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99296, Requested 1060. Please try again in 5m7.584s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
maze .c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99296, Requested 1320. Please try again in 8m52.223999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
maze _1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99296, Requested 1320. Please try again in 8m52.223999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
merge _sort.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99296, Requested 1257. Please try again in 7m57.792s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
merge _sort_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99296, Requested 1263. Please try again in 8m2.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
merge_sort.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99296, Requested 1321. Please try again in 8m53.087999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
merge_sort_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99295, Requested 1321. Please try again in 8m52.223999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Min_MAX.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99295, Requested 1159. Please try again in 6m32.256s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Min_MAX_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99295, Requested 1159. Please try again in 6m32.256s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
multiplication using Dma.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99295, Requested 1398. Please try again in 9m58.752s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
multiplication using Dma_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99295, Requested 1386. Please try again in 9m48.384s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
mysort.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99295, Requested 934. Please try again in 3m17.856s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
mysort_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99295, Requested 934. Please try again in 3m17.856s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
namesdma.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99295, Requested 983. Please try again in 4m0.191999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
namesdma_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 965. Please try again in 3m43.775999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
new.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 836. Please try again in 1m52.32s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
new_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 836. Please try again in 1m52.32s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Nikhil calendar.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 1486. Please try again in 11m13.92s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Nikhil calendar_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 1504. Please try again in 11m29.472s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
no into sum of primes.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 1006. Please try again in 4m19.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
no into sum of primes_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 1006. Please try again in 4m19.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
nos.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 945. Please try again in 3m26.496s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
nos_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99294, Requested 951. Please try again in 3m31.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
number of digits-recursion.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99293, Requested 896. Please try again in 2m43.296s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
number of digits-recursion_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99293, Requested 908. Please try again in 2m53.664s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
odd and even indirect recursion. c.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99293, Requested 926. Please try again in 3m9.216s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
odd and even indirect recursion. c_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99293, Requested 926. Please try again in 3m9.216s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
odd_even-recursion.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99293, Requested 914. Please try again in 2m58.848s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
odd_even-recursion_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99293, Requested 914. Please try again in 2m58.848s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
online test shashank. c.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99293, Requested 1619. Please try again in 13m7.968s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
online test shashank. c_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99292, Requested 1601. Please try again in 12m51.552s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
online test.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99292, Requested 3013. Please try again in 33m11.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
online test_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99292, Requested 3013. Please try again in 33m11.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
palindrome-strings. c.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99292, Requested 1054. Please try again in 4m58.944s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
palindrome-strings. c_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99292, Requested 1060. Please try again in 5m4.128s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pascal traingle.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99292, Requested 946. Please try again in 3m25.632s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pascal traingle_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99292, Requested 964. Please try again in 3m41.184s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
